Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
32,789757.0,5.93,Near_City,borewell,760,0,474400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,8.42,512,7,129
63,959313.0,7.08,Near_City,drip,660,2,566400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.8,566,15,172
35,232414.0,0.77,Near_Village,borewell,570,1,46200.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,8.06,397,17,371
32,934112.0,6.63,Near_Village,drip,840,0,397800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.65,382,31,337
37,535976.0,3.43,Near_City,borewell,510,3,274400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,5.71,157,14,134
51,607668.0,3.89,Far,canal,480,3,155600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.94,373,45,215
61,354307.0,2.32,Near_Village,borewell,680,0,139200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.75,128,48,229
55,627381.0,4.09,Near_Village,drip,720,2,245400.0,Crop_Cultivation,Long_Term,Owned,Repeat,227485.8,7.02,626,46,199
36,772750.0,5.82,Far,rainfed,590,3,232800.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.95,247,40,92
63,615582.0,4.54,Near_Village,borewell,840,0,272400.0,Equipment_Purchase,Short_Term,Owned,Repeat,257418.0,7.39,299,48,369
34,1026224.0,7.43,Near_City,rainfed,850,0,594400.0,Equipment_Purchase,Short_Term,Owned,Repeat,561708.0,5.64,527,27,242
53,216941.0,1.31,Near_Village,borewell,590,1,78600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.9,182,28,208
45,485715.0,3.26,Near_Village,canal,610,2,195600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.81,636,31,321
27,483472.0,3.09,Near_Village,canal,480,3,185400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.64,230,8,61
44,700955.0,4.66,Near_City,rainfed,730,0,372800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.26,311,39,270
44,759979.0,5.73,Far,rainfed,670,2,229200.0,Crop_Cultivation,Short_Term,Owned,First_Time,195966.0,6.87,313,30,193
59,615528.0,4.63,Near_Village,borewell,550,2,277800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.79,162,30,69
40,224401.0,1.06,Near_City,drip,450,3,84800.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,8.39,492,24,85
29,313779.0,2.15,Near_City,drip,690,1,172000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,159444.0,7.46,333,29,260
28,746342.0,5.08,Far,drip,620,3,203200.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,6.28,565,38,267
48,416255.0,2.35,Far,canal,710,1,94000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,8.16,668,35,295
54,203135.0,0.66,Far,drip,370,3,26400.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,6.33,484,20,287
45,736310.0,5.4,Near_Village,drip,850,1,324000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,306180.0,6.62,133,32,80
27,607355.0,4.5,Near_City,rainfed,690,2,360000.0,Borewell_Installation,Short_Term,Owned,Repeat,333720.0,7.42,360,49,88
32,720733.0,5.08,Near_City,drip,610,2,406400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.28,613,39,149
45,552939.0,4.13,Far,borewell,690,1,165200.0,Irrigation_Setup,Long_Term,Owned,First_Time,141246.0,7.83,377,40,262
38,323512.0,1.99,Near_City,drip,640,1,159200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.91,418,40,218
34,482657.0,3.13,Far,drip,740,0,125200.0,Equipment_Purchase,Short_Term,Owned,First_Time,107046.0,7.86,575,29,285
55,979264.0,7.37,Far,drip,790,1,294800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.34,465,17,96
63,631164.0,4.26,Near_City,canal,650,1,340800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.26,121,5,94
53,226008.0,0.94,Far,borewell,590,1,37600.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.43,368,6,185
46,264308.0,1.51,Far,drip,440,3,60400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.3,134,39,104
59,1039036.0,7.87,Far,drip,730,0,314800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.57,232,42,103
39,522718.0,3.56,Near_City,drip,510,3,284800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.46,345,28,165
50,756728.0,5.58,Near_City,borewell,750,2,446400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,413812.8,5.67,412,25,233
25,822737.0,5.69,Near_Village,drip,810,0,341400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.58,621,28,269
30,683537.0,4.73,Far,drip,760,1,189200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.25,397,14,209
47,539317.0,4.05,Near_City,canal,680,0,324000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,5.54,314,26,210
43,985039.0,6.99,Near_Village,rainfed,510,3,419400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.93,576,9,183
43,781793.0,5.4,Near_City,drip,670,2,432000.0,Equipment_Purchase,Short_Term,Owned,First_Time,369360.0,6.52,464,35,345
26,624372.0,4.63,Far,borewell,550,2,185200.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,8.31,341,49,68
37,1009924.0,7.44,Far,borewell,850,1,297600.0,Borewell_Installation,Long_Term,Owned,Repeat,281232.0,6.32,163,44,254
45,404988.0,2.65,Far,canal,430,3,106000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.14,569,49,118
35,871645.0,6.24,Near_Village,canal,570,3,374400.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,7.03,386,26,282
51,993603.0,7.59,Near_City,borewell,850,1,607200.0,Borewell_Installation,Short_Term,Owned,Repeat,573804.0,5.91,349,21,50
26,260694.0,1.02,Near_Village,borewell,590,1,61200.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.16,466,28,198
50,721305.0,5.22,Near_Village,canal,820,0,313200.0,Irrigation_Setup,Short_Term,Owned,First_Time,267786.0,6.51,605,22,280
63,668293.0,5.08,Near_Village,canal,480,3,304800.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.1,540,14,76
31,956796.0,7.27,Near_Village,canal,850,0,436200.0,Irrigation_Setup,Long_Term,Owned,Repeat,412209.0,7.08,642,38,219
52,363632.0,2.0,Far,borewell,620,2,80000.0,Crop_Cultivation,Short_Term,Owned,Repeat,72000.0,5.68,610,17,326
38,754696.0,5.16,Near_City,rainfed,750,2,412800.0,Equipment_Purchase,Long_Term,Owned,Repeat,382665.6,8.34,668,6,235
44,383551.0,2.28,Near_Village,rainfed,640,1,136800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,116964.0,7.65,228,33,132
58,138111.0,0.58,Near_City,borewell,560,1,46400.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.57,554,37,132
59,729107.0,5.38,Near_City,canal,790,0,430400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,367992.0,6.34,105,9,349
65,438981.0,2.47,Far,drip,500,2,98800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.7,340,47,251
37,273779.0,1.48,Near_City,borewell,360,3,118400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.45,274,19,82
49,507455.0,3.18,Far,canal,680,0,127200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.55,622,24,397
33,725722.0,4.88,Near_City,borewell,760,1,390400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.2,699,31,59
51,398223.0,2.46,Near_Village,borewell,770,0,147600.0,Crop_Cultivation,Long_Term,Owned,Repeat,139482.0,6.33,341,48,75
60,620943.0,4.32,Near_Village,canal,550,2,259200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.97,122,25,180
57,150561.0,0.54,Near_Village,rainfed,340,3,32400.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.58,142,45,99
25,637191.0,4.58,Near_Village,rainfed,450,3,274800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.63,103,24,79
50,746767.0,5.11,Near_Village,borewell,570,3,306600.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,6.63,522,12,337
43,844656.0,6.3,Near_Village,borewell,760,0,378000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.18,490,13,108
43,559849.0,3.53,Far,borewell,770,1,141200.0,Irrigation_Setup,Long_Term,Owned,Repeat,133434.0,8.13,602,19,308
40,269552.0,1.79,Far,drip,640,1,71600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.1,675,12,353
32,468619.0,3.35,Near_City,canal,490,3,268000.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,6.06,172,22,398
33,548353.0,4.04,Near_Village,borewell,430,3,242400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.8,215,20,108
47,278636.0,1.5,Near_Village,borewell,540,2,90000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.13,287,40,160
53,818039.0,5.92,Near_Village,rainfed,820,0,355200.0,Equipment_Purchase,Short_Term,Owned,First_Time,303696.0,5.78,122,43,149
36,946377.0,7.08,Near_Village,borewell,710,1,424800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.32,235,30,273
37,339751.0,2.39,Near_City,rainfed,720,1,191200.0,Equipment_Purchase,Long_Term,Owned,Repeat,177242.4,5.87,257,6,294
58,841223.0,6.46,Near_Village,canal,790,0,387600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,331398.0,5.84,427,11,86
38,629295.0,4.65,Near_City,borewell,740,1,372000.0,Borewell_Installation,Short_Term,Owned,First_Time,318060.0,7.98,621,33,120
38,600714.0,3.8,Far,drip,640,2,152000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,129960.0,6.77,647,21,398
33,377247.0,2.2,Near_Village,drip,630,0,132000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,5.57,132,29,155
29,965795.0,7.6,Far,rainfed,560,3,304000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,5.61,471,32,242
29,473578.0,2.89,Near_City,canal,740,1,231200.0,Borewell_Installation,Long_Term,Owned,Repeat,214322.4,6.68,109,47,214
32,1010288.0,7.96,Near_City,drip,610,2,636800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.19,662,15,376
37,318872.0,1.47,Near_City,borewell,620,1,117600.0,Borewell_Installation,Long_Term,Owned,First_Time,100548.0,6.1,290,41,381
48,550098.0,3.42,Near_Village,drip,590,2,205200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.19,378,47,310
36,997044.0,7.36,Near_City,rainfed,590,3,588800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,8.48,532,12,95
29,742421.0,5.27,Far,canal,540,3,210800.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,6.79,358,27,73
50,1026806.0,7.6,Near_City,drip,670,2,608000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,519840.0,8.43,268,26,165
25,371241.0,2.51,Far,drip,610,1,100400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.11,358,14,265
49,643513.0,4.68,Near_Village,rainfed,810,0,280800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.35,566,11,239
44,457800.0,2.76,Near_City,borewell,570,3,220800.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,7.79,547,29,125
37,724153.0,4.86,Near_Village,borewell,740,1,291600.0,Borewell_Installation,Long_Term,Owned,First_Time,249318.0,8.21,695,7,398
36,499625.0,2.99,Far,rainfed,530,2,119600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,6.52,335,23,118
43,309667.0,1.73,Near_City,canal,360,3,138400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,5.85,359,12,114
38,932610.0,6.94,Near_City,borewell,850,1,555200.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,524664.0,6.54,123,21,313
63,1012054.0,7.67,Near_City,rainfed,740,1,613600.0,Borewell_Installation,Short_Term,Owned,First_Time,524628.0,8.29,336,42,125
28,589563.0,3.78,Near_Village,rainfed,710,0,226800.0,Borewell_Installation,Long_Term,Owned,First_Time,193914.0,7.09,517,40,368
34,256740.0,1.35,Near_Village,drip,600,2,81000.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0,5.99,181,43,184
55,298999.0,1.71,Near_Village,borewell,690,0,102600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.49,338,29,54
51,534564.0,3.63,Near_Village,canal,490,3,217800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,6.78,587,11,326
26,1003144.0,7.71,Far,canal,580,2,308400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.15,229,41,391
30,480608.0,2.94,Far,rainfed,770,1,117600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,111132.0,8.15,329,33,143
59,550317.0,3.43,Near_Village,drip,730,0,205800.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.84,559,9,133
47,980000.0,7.68,Far,canal,840,0,307200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.74,330,40,355
61,1100116.0,7.98,Near_Village,rainfed,540,3,478800.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.38,489,9,259
49,775069.0,5.69,Far,drip,670,2,227600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,194598.0,5.85,123,17,357
37,348078.0,2.47,Near_City,canal,720,1,197600.0,Irrigation_Setup,Long_Term,Owned,Repeat,183175.2,8.48,267,31,248
59,632058.0,4.26,Near_Village,borewell,780,0,255600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.32,177,41,52
33,988750.0,7.34,Near_City,drip,790,1,587200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.53,381,48,278
44,262430.0,1.56,Near_City,canal,360,3,124800.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.77,552,25,338
25,627076.0,4.76,Near_City,rainfed,700,0,380800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.2,235,47,193
26,278388.0,1.63,Near_City,drip,610,1,130400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.1,119,40,170
30,361574.0,2.45,Near_Village,canal,540,2,147000.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.29,200,36,187
61,245156.0,1.57,Far,canal,610,0,62800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,7.64,207,26,278
51,823250.0,5.78,Near_City,drip,770,1,462400.0,Irrigation_Setup,Short_Term,Owned,First_Time,395352.0,7.24,211,40,269
60,574726.0,4.2,Near_Village,borewell,660,1,252000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,215460.0,6.05,648,16,307
65,164520.0,0.91,Near_Village,canal,360,3,54600.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.48,252,6,175
55,957933.0,7.13,Far,rainfed,820,0,285200.0,Irrigation_Setup,Short_Term,Owned,First_Time,243846.0,8.22,592,5,396
44,851807.0,6.43,Far,borewell,770,1,257200.0,Irrigation_Setup,Long_Term,Owned,First_Time,219906.0,6.35,578,32,104
61,958993.0,6.85,Near_Village,rainfed,580,2,411000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,5.97,361,21,135
32,347424.0,2.06,Far,rainfed,560,2,82400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,7.55,114,43,230
60,209671.0,1.23,Near_City,rainfed,560,1,98400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.08,215,49,193
42,173518.0,0.66,Far,canal,370,3,26400.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,5.79,618,12,174
31,578496.0,3.98,Near_Village,canal,770,1,238800.0,Equipment_Purchase,Long_Term,Owned,Repeat,225666.0,8.19,111,45,279
37,1022718.0,7.47,Far,borewell,750,2,298800.0,Equipment_Purchase,Long_Term,Owned,Repeat,276987.6,6.08,478,34,127
62,235214.0,1.14,Near_Village,canal,460,2,68400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.98,468,24,324
59,290980.0,1.54,Near_City,canal,390,3,123200.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,6.2,298,47,170
26,276676.0,1.13,Near_Village,borewell,410,3,67800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.78,106,34,228
49,997459.0,7.54,Near_City,canal,510,3,603200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.52,345,14,358
40,248532.0,0.84,Near_City,drip,310,3,67200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.64,608,29,141
63,706840.0,5.32,Near_City,borewell,580,2,425600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.35,213,32,73
50,869870.0,6.3,Near_City,borewell,570,3,504000.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.85,426,9,241
41,175711.0,0.81,Near_City,canal,550,2,64800.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,7.41,352,9,144
42,938416.0,6.97,Near_Village,drip,850,1,418200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,395199.0,8.16,606,12,101
55,293051.0,1.91,Near_Village,drip,440,3,114600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.44,308,7,111
63,957509.0,7.36,Far,borewell,740,1,294400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,251712.0,8.17,498,23,109
51,577307.0,4.16,Near_Village,rainfed,490,3,249600.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,7.85,476,27,126
35,915441.0,6.86,Far,drip,650,3,274400.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,6.38,610,39,304
55,590518.0,3.84,Near_Village,drip,570,3,230400.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,7.14,373,38,209
36,893723.0,6.98,Near_City,rainfed,840,0,558400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.09,405,23,277
25,438800.0,2.81,Near_Village,drip,650,0,168600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.71,113,29,87
33,331255.0,1.72,Near_Village,borewell,640,1,103200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.31,331,22,278
47,306310.0,2.11,Near_Village,rainfed,560,2,126600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.32,167,10,345
26,883447.0,6.59,Near_Village,borewell,620,3,395400.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.9,414,6,250
57,850132.0,6.65,Near_City,rainfed,560,3,532000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.3,160,30,354
55,765352.0,5.89,Near_Village,drip,790,1,353400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.92,529,21,343
53,265221.0,1.17,Near_Village,rainfed,520,2,70200.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,8.4,513,24,314
65,415421.0,2.93,Near_City,borewell,730,0,234400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.74,581,30,292
60,218394.0,1.35,Near_Village,rainfed,530,0,81000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.55,482,48,286
50,418266.0,2.85,Near_Village,rainfed,770,1,171000.0,Irrigation_Setup,Short_Term,Owned,Repeat,161595.0,8.45,291,40,163
55,927996.0,6.58,Far,drip,760,0,263200.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.96,315,8,181
65,861335.0,6.32,Far,rainfed,740,1,252800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,216144.0,5.67,546,32,278
40,968506.0,7.16,Far,drip,610,2,286400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.48,166,38,219
65,371201.0,2.34,Near_Village,drip,680,0,140400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.63,580,42,178
34,443886.0,2.93,Near_Village,rainfed,610,2,175800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.73,132,48,360
65,956978.0,7.17,Near_Village,rainfed,730,0,430200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.94,141,15,243
57,791802.0,5.7,Far,rainfed,480,3,228000.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,5.68,241,14,294
57,270434.0,1.7,Far,canal,570,2,68000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,8.05,318,45,247
48,469783.0,2.67,Near_Village,borewell,430,3,160200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.24,620,34,348
64,951716.0,6.86,Near_City,drip,480,3,548800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.73,676,19,312
65,203424.0,1.26,Near_City,borewell,670,0,100800.0,Borewell_Installation,Short_Term,Owned,Repeat,90720.0,6.88,623,41,71
47,590550.0,4.43,Far,rainfed,430,3,177200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,8.23,149,40,109
64,228844.0,0.93,Near_City,canal,480,1,74400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.09,279,24,398
60,508575.0,3.11,Near_Village,canal,730,0,186600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.11,421,42,126
52,771900.0,5.41,Far,rainfed,650,3,216400.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,8.3,453,42,381
29,958453.0,7.23,Near_City,canal,580,2,578400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,8.19,638,46,221
64,797149.0,6.18,Near_City,drip,480,3,494400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.89,409,39,237
25,539170.0,3.32,Near_City,rainfed,660,1,265600.0,Borewell_Installation,Long_Term,Owned,First_Time,227088.0,6.69,423,46,70
44,484484.0,2.93,Far,rainfed,630,1,117200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.85,111,26,233
49,385916.0,2.77,Near_Village,canal,710,0,166200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.83,238,10,311
44,534475.0,3.84,Far,canal,610,2,153600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.09,679,6,269
60,599924.0,4.37,Near_City,rainfed,730,0,349600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,8.16,130,44,197
59,954754.0,6.99,Near_Village,drip,540,3,419400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,6.98,357,6,247
38,767351.0,5.76,Far,canal,770,1,230400.0,Borewell_Installation,Short_Term,Owned,First_Time,196992.0,7.22,222,18,77
65,446508.0,2.73,Near_City,rainfed,500,2,218400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.1,629,26,381
60,797457.0,5.78,Near_Village,rainfed,640,2,346800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,296514.0,5.91,320,36,258
60,343951.0,2.33,Far,borewell,350,3,93200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.7,223,36,112
65,824146.0,6.1,Near_City,canal,820,1,488000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,461160.0,6.95,470,43,158
43,385390.0,2.71,Near_Village,drip,660,1,162600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.21,409,28,269
28,765920.0,5.83,Near_City,drip,480,3,466400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.22,264,17,206
40,167073.0,0.51,Near_Village,canal,560,0,30600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.28,424,20,352
39,597657.0,3.93,Near_Village,borewell,610,2,235800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.13,131,40,377
39,533408.0,3.91,Far,borewell,710,1,156400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.25,433,40,136
52,896903.0,6.23,Far,canal,840,0,249200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,8.48,170,38,343
55,447480.0,2.74,Far,canal,590,2,109600.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,6.17,523,38,197
43,765282.0,5.64,Near_City,drip,670,2,451200.0,Irrigation_Setup,Short_Term,Owned,First_Time,385776.0,8.49,611,28,217
47,319019.0,1.65,Near_Village,rainfed,460,2,99000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.25,401,36,196
27,307796.0,1.36,Far,borewell,590,1,54400.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.82,546,8,173
47,212633.0,0.88,Near_City,drip,390,3,70400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.09,265,46,349
55,984123.0,7.75,Far,drip,820,0,310000.0,Crop_Cultivation,Short_Term,Owned,First_Time,265050.0,7.03,327,26,264
39,217332.0,1.07,Far,drip,370,3,42800.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,6.28,447,42,181
43,248033.0,1.44,Near_City,drip,640,0,115200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.5,227,23,233
43,439066.0,2.96,Near_Village,rainfed,630,1,177600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,8.38,692,41,226
58,339413.0,2.39,Near_City,rainfed,410,3,191200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,5.78,315,5,86
31,990648.0,7.63,Near_City,rainfed,590,3,610400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.34,667,21,333
38,311209.0,1.87,Far,borewell,360,3,74800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,5.75,567,11,50
31,150507.0,0.55,Far,canal,470,2,22000.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,7.53,480,34,317
38,167559.0,0.92,Near_Village,rainfed,620,0,55200.0,Crop_Cultivation,Short_Term,Owned,First_Time,47196.0,8.15,250,49,364
53,424243.0,2.32,Far,drip,610,2,92800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.44,324,19,222
50,881624.0,6.23,Near_City,rainfed,670,2,498400.0,Irrigation_Setup,Long_Term,Owned,First_Time,426132.0,6.9,507,42,385
62,917656.0,6.98,Far,rainfed,790,0,279200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,238716.0,7.05,379,8,286
50,450214.0,2.56,Near_City,borewell,430,3,204800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.65,622,43,118
28,1069190.0,7.71,Far,canal,580,2,308400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.08,486,36,360
40,725093.0,5.59,Far,canal,760,0,223600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.31,197,26,99
62,686602.0,5.15,Far,drip,620,3,206000.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,5.67,479,14,100
46,967504.0,7.02,Far,drip,840,0,280800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.78,446,26,211
49,313906.0,1.88,Near_Village,canal,640,1,112800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.07,356,34,304
